NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_(mg),Manganese_(mg),Selenium_(mg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Vit_B6_(mg),Folic_Acid_(mg),Vit_B12_(mg)
11893,"TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,SALT",91.04,34.0,2.99,0.38,0.85,4.74,3.1,0.95,128.0,1.75,24.0,32.0,216.0,255.0,0.37,0.133,0.4,1.1,18.2,0.05,0.065,0.486,0.067,0.0,0.0
11894,"VEGETABLES,MXD,FRZ,CKD,BLD,DRND,SALT",83.23,60.0,2.86,0.15,0.67,13.09,4.4,3.12,25.0,0.82,22.0,51.0,169.0,271.0,0.49,0.083,0.379,0.3,3.2,0.071,0.12,0.851,0.074,0.0,0.0
11895,"WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,SALT",96.06,11.0,0.4,0.2,0.89,2.45,1.0,1.18,18.0,0.38,10.0,17.0,5.0,343.0,0.59,0.022,0.056,0.2,10.5,0.034,0.001,0.384,0.032,0.0,0.0
11897,"YAM,CKD,BLD,DRND,OR BKD,SALT",70.13,114.0,1.49,0.14,1.25,26.99,3.9,0.49,14.0,0.52,18.0,49.0,670.0,244.0,0.2,0.152,0.371,0.7,12.1,0.095,0.028,0.552,0.228,0.0,0.0
11900,"CORN,SWEET,WHITE,RAW",75.96,86.0,3.22,1.18,0.62,19.02,2.7,3.22,2.0,0.52,37.0,89.0,270.0,15.0,0.45,0.054,0.161,0.6,6.8,0.2,0.06,1.7,0.055,0.0,0.0
11901,"CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT",72.84,97.0,3.34,1.41,0.7,21.71,2.7,7.73,2.0,0.55,31.0,92.0,252.0,3.0,0.54,0.057,0.214,0.8,6.2,0.09,0.053,1.666,0.127,0.0,0.0
11902,"CORN,SWT,WHITE,CKD,BLD,DRND,SALT",72.84,97.0,3.34,1.41,0.7,21.71,2.7,7.73,2.0,0.55,31.0,92.0,252.0,253.0,0.54,0.057,0.214,0.8,6.2,0.09,0.053,1.666,0.127,0.0,0.0
11905,"CORN,SWT,WHITE,CND,WHL KERNEL,DRND SOL",80.38,71.0,2.32,1.37,0.86,15.06,2.3,2.42,3.0,0.28,13.0,46.0,142.0,185.0,0.31,0.031,0.066,0.7,2.1,0.015,0.016,0.883,0.065,0.0,0.0
11906,"CORN,SWT,WHITE,CND,CRM STYLE,REG PK",78.24,74.0,1.74,0.42,0.98,18.62,1.2,6.09,4.0,0.31,15.0,40.0,119.0,261.0,0.56,0.022,0.068,0.4,4.6,0.025,0.053,0.96,0.063,0.0,0.0
11907,"CORN,SWT,WHITE,CND,CRM STYLE,NO SALT",78.73,72.0,1.74,0.42,0.98,18.13,1.2,2.21,3.0,0.38,17.0,51.0,134.0,3.0,0.53,0.052,0.039,0.6,4.6,0.025,0.053,0.96,0.063,0.0,0.0
11910,"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,UNPREP",75.0,88.0,3.02,0.77,0.48,20.73,2.9,9.09,4.0,0.41,18.0,70.0,213.0,3.0,0.37,0.036,0.126,0.7,6.3,0.083,0.07,1.726,0.178,0.0,0.0
11911,"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT",76.73,80.0,2.75,0.43,0.53,19.56,2.4,3.12,4.0,0.35,19.0,57.0,147.0,5.0,0.4,0.037,0.127,0.7,3.1,0.083,0.071,1.299,0.129,0.0,0.0
11912,"CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,SALT",76.73,80.0,2.75,0.43,0.53,19.56,2.4,3.12,4.0,0.35,19.0,57.0,147.0,245.0,0.4,0.037,0.127,0.7,3.1,0.083,0.071,1.299,0.129,0.0,0.0
11917,"PEPPERS,SWT,RED,FRZ,CHOPD,UNPREP",93.96,20.0,1.08,0.21,0.3,4.45,1.6,3.26,9.0,0.62,8.0,17.0,91.0,5.0,0.06,0.053,0.117,0.2,58.7,0.069,0.038,1.37,0.137,0.0,0.0
11918,"PEPPERS,SWT,RED,FRZ,CHOPD,BLD,DRND,WO/ SALT",94.7,16.0,0.95,0.18,0.86,3.31,0.8,2.86,8.0,0.52,7.0,13.0,72.0,4.0,0.05,0.044,0.097,0.2,41.2,0.051,0.031,1.082,0.108,0.0,0.0
11919,"PEPPERS,SWT,RED,FRZ,CHOPD,BLD,DRND, SALT",94.7,16.0,0.95,0.18,0.86,3.31,0.8,2.86,8.0,0.52,7.0,13.0,72.0,240.0,0.05,0.044,0.097,0.2,41.2,0.051,0.031,1.082,0.108,0.0,0.0
11923,"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD,SALT",79.45,81.0,8.47,4.45,1.1,6.53,0.8,0.43,59.0,1.31,60.0,135.0,355.0,246.0,1.04,0.33,0.71,0.6,8.3,0.205,0.053,1.092,0.105,0.0,0.0
11931,"PEPPERS,SWT,RED,FREEZE-DRIED",2.0,314.0,17.9,3.0,8.4,68.7,21.3,40.77,134.0,10.4,188.0,327.0,3170.0,193.0,2.41,1.389,1.897,3.7,1900.0,1.2,1.2,7.4,2.223,0.0,0.0
11932,"BEANS,SNAP,YEL,CND,REG PK,DRND SOL",93.3,20.0,1.15,0.1,0.95,4.5,1.3,0.78,26.0,0.9,13.0,19.0,109.0,251.0,0.29,0.038,0.2,0.4,4.8,0.015,0.056,0.201,0.037,0.0,0.0
11933,"BEANS,SNAP,YEL,CND,NO SALT,DRND SOL",93.3,20.0,1.15,0.1,0.95,4.5,1.3,0.78,26.0,0.9,13.0,19.0,109.0,2.0,0.29,0.038,0.2,0.4,4.8,0.015,0.056,0.201,0.037,0.0,0.0
11934,"POTATOES,MSHD,HOME-PREPARED,WHL MILK & BUTTER ADDED",75.61,113.0,1.86,4.22,1.5,16.81,1.5,1.43,24.0,0.26,18.0,45.0,284.0,317.0,0.27,0.138,0.114,0.8,6.0,0.086,0.041,1.072,0.222,0.0,0.07
11935,Catsup,68.51,101.0,1.04,0.1,2.94,27.4,0.3,21.27,15.0,0.35,13.0,26.0,281.0,907.0,0.17,0.085,0.084,0.7,4.1,0.011,0.166,1.434,0.158,0.0,0.0
11936,"MUSHROOMS,BROWN,ITALIAN,OR CRIMINI,EXPOSED TO UV LT,RAW",92.12,22.0,2.5,0.1,0.98,4.3,0.6,1.72,18.0,0.4,9.0,120.0,448.0,6.0,1.1,0.5,0.142,26.0,0.0,0.095,0.49,3.8,0.11,0.0,0.1
11937,"PICKLES,CUCUMBER,DILL OR KOSHER DILL",94.34,12.0,0.5,0.3,2.45,2.41,1.0,1.07,57.0,0.26,7.0,16.0,117.0,809.0,0.1,0.028,0.062,0.0,2.3,0.045,0.057,0.109,0.035,0.0,0.0
11938,"MUSHROOM,WHITE,EXPOSED TO UV LT,RAW",92.45,22.0,3.09,0.34,0.85,3.26,1.0,1.98,3.0,0.5,9.0,86.0,318.0,5.0,0.52,0.318,0.047,9.3,2.1,0.081,0.402,3.607,0.104,0.0,0.0
11940,"PICKLES,CUCUMBER,SWT (INCLUDES BREAD & BUTTER PICKLES)",76.2,91.0,0.58,0.41,1.65,21.15,1.0,18.27,61.0,0.25,7.0,18.0,100.0,457.0,0.12,0.028,0.065,0.0,0.7,0.025,0.03,0.115,0.024,0.0,0.0
11941,"PICKLES,CUCUMBER,SOUR",94.08,11.0,0.33,0.2,3.13,2.26,1.2,1.06,0.0,0.4,4.0,14.0,23.0,1208.0,0.02,0.085,0.011,0.0,1.0,0.0,0.01,0.0,0.009,0.0,0.0
11943,"PIMENTO,CANNED",93.1,23.0,1.1,0.3,0.4,5.1,1.9,2.71,6.0,1.68,6.0,17.0,158.0,14.0,0.19,0.049,0.092,0.2,84.9,0.017,0.06,0.615,0.215,0.0,0.0
11945,"PICKLE RELISH,SWEET",62.07,130.0,0.37,0.47,2.03,35.06,1.1,29.13,3.0,0.87,5.0,14.0,25.0,811.0,0.14,0.085,0.015,0.0,1.0,0.0,0.033,0.233,0.015,0.0,0.0
11946,"PICKLES,CUCUMBER,SOUR,LO NA",94.08,11.0,0.33,0.2,3.13,2.26,1.2,1.06,0.0,0.4,4.0,14.0,23.0,18.0,0.02,0.085,0.011,0.0,1.0,0.0,0.01,0.0,0.009,0.0,0.0
11947,"PICKLES,CUCUMBER,DILL,RED NA",94.34,12.0,0.5,0.3,2.45,2.41,1.0,1.07,57.0,0.26,7.0,16.0,117.0,18.0,0.1,0.028,0.062,0.0,2.3,0.045,0.057,0.109,0.035,0.0,0.0
11948,"PICKLES,CUCUMBER,SWT,LO NA (INCLUDES BREAD & BUTTER PICKLES)",65.26,122.0,0.37,0.26,0.38,33.73,1.1,26.68,4.0,0.59,4.0,12.0,32.0,18.0,0.08,0.105,0.015,0.0,1.2,0.009,0.032,0.174,0.015,0.0,0.0
11949,"CATSUP,LOW SODIUM",68.51,101.0,1.04,0.1,2.94,27.4,0.3,21.27,15.0,0.35,13.0,26.0,281.0,20.0,0.17,0.085,0.084,0.7,4.1,0.011,0.166,1.434,0.158,0.0,0.0
11950,"MUSHROOMS,ENOKI,RAW",88.34,37.0,2.66,0.29,0.91,7.81,2.7,0.22,0.0,1.15,16.0,105.0,359.0,3.0,0.65,0.107,0.075,2.2,0.0,0.225,0.2,7.032,0.1,0.0,0.0
11952,"RADICCHIO,RAW",93.14,23.0,1.43,0.25,0.7,4.48,0.9,0.6,19.0,0.57,13.0,40.0,302.0,22.0,0.62,0.341,0.138,0.9,8.0,0.016,0.028,0.255,0.057,0.0,0.0
11954,"TOMATILLOS,RAW",91.63,32.0,0.96,1.02,0.55,5.84,1.9,3.93,7.0,0.62,20.0,39.0,268.0,1.0,0.22,0.079,0.153,0.5,11.7,0.044,0.035,1.85,0.056,0.0,0.0
11955,"TOMATOES,SUN-DRIED",14.56,258.0,14.11,2.97,12.6,55.76,12.3,37.59,110.0,9.09,194.0,356.0,3427.0,107.0,1.99,1.423,1.846,5.5,39.2,0.528,0.489,9.05,0.332,0.0,0.0
11957,"FENNEL,BULB,RAW",90.21,31.0,1.24,0.2,1.05,7.3,3.1,3.93,49.0,0.73,17.0,50.0,414.0,52.0,0.2,0.066,0.191,0.7,12.0,0.01,0.032,0.64,0.047,0.0,0.0
11959,"ARUGULA,RAW",91.71,25.0,2.58,0.66,1.4,3.65,1.6,2.05,160.0,1.46,47.0,52.0,369.0,27.0,0.47,0.076,0.321,0.3,15.0,0.044,0.086,0.305,0.073,0.0,0.0
11960,"CARROTS,BABY,RAW",90.35,35.0,0.64,0.13,0.63,8.24,2.9,4.76,32.0,0.89,10.0,28.0,237.0,78.0,0.17,0.1,0.151,0.9,2.6,0.03,0.036,0.556,0.105,0.0,0.0
11962,"PEPPERS,HOT CHILE,SUN-DRIED",7.15,324.0,10.58,5.81,6.6,69.86,28.7,41.06,45.0,6.04,88.0,159.0,1870.0,91.0,1.02,0.228,0.821,3.5,31.4,0.081,1.205,8.669,0.81,0.0,0.0
11963,"NOPALES,RAW",94.12,16.0,1.32,0.09,1.14,3.33,2.2,1.15,164.0,0.59,52.0,16.0,257.0,21.0,0.25,0.052,0.457,0.7,9.3,0.012,0.041,0.41,0.07,0.0,0.0
11964,"NOPALES,CKD,WO/SALT",94.31,15.0,1.35,0.05,1.01,3.28,2.0,1.12,164.0,0.5,47.0,16.0,195.0,20.0,0.21,0.049,0.408,0.7,5.3,0.011,0.04,0.296,0.067,0.0,0.0
11965,"CAULIFLOWER,GREEN,RAW",89.79,31.0,2.95,0.3,0.88,6.09,3.2,3.03,33.0,0.73,20.0,62.0,300.0,23.0,0.64,0.041,0.247,0.6,88.1,0.08,0.102,0.734,0.222,0.0,0.0
11967,"CAULIFLOWER,GRN,CKD,NO SALT ADDED",89.47,32.0,3.04,0.31,0.9,6.28,3.3,3.12,32.0,0.72,19.0,57.0,278.0,23.0,0.63,0.04,0.242,0.8,72.6,0.07,0.1,0.681,0.206,0.0,0.0
11969,"BROCCOLI,CHINESE,COOKED",93.54,22.0,1.14,0.72,0.79,3.81,2.5,0.84,100.0,0.56,18.0,41.0,261.0,7.0,0.39,0.061,0.264,1.3,28.2,0.095,0.146,0.437,0.07,0.0,0.0
11973,"BEANS,FAVA,IN POD,RAW",72.6,88.0,7.92,0.73,1.12,17.63,7.5,9.21,37.0,1.55,33.0,129.0,332.0,25.0,1.0,0.402,0.661,0.8,3.7,0.133,0.29,2.249,0.104,0.0,0.0
11974,"GRAPE LEAVES,RAW",73.32,93.0,5.6,2.12,1.65,17.31,11.0,6.3,363.0,2.63,95.0,91.0,272.0,9.0,0.67,0.415,2.855,0.9,11.1,0.04,0.354,2.362,0.4,0.0,0.0
11976,"PEPPER,BANANA,RAW",91.81,27.0,1.66,0.45,0.73,5.35,3.4,1.95,14.0,0.46,17.0,32.0,256.0,13.0,0.25,0.094,0.1,0.3,82.7,0.081,0.054,1.242,0.357,0.0,0.0
11977,"PEPPERS,SERRANO,RAW",90.25,32.0,1.74,0.44,0.87,6.7,3.7,3.83,11.0,0.86,22.0,40.0,305.0,10.0,0.26,0.129,0.187,0.4,44.9,0.054,0.081,1.537,0.505,0.0,0.0
11979,"PEPPERS,JALAPENO,RAW",91.69,29.0,0.91,0.37,0.53,6.5,2.8,4.12,12.0,0.25,15.0,26.0,248.0,3.0,0.14,0.046,0.097,0.4,118.6,0.04,0.07,1.28,0.419,0.0,0.0
11981,"PEPPERS,HUNGARIAN,RAW",91.51,29.0,0.8,0.41,0.58,6.7,1.0,3.53,12.0,0.46,16.0,29.0,202.0,1.0,0.3,0.115,0.204,0.3,92.9,0.079,0.055,1.092,0.517,0.0,0.0
11983,"PICKLES,CHOWCHOW,CAULIFLOWER ONION MUSTARD,SWT",68.9,121.0,1.5,0.9,2.06,26.64,1.5,23.88,23.0,1.4,21.0,22.0,200.0,527.0,0.23,0.092,0.085,2.0,6.0,0.0,0.02,0.0,0.01,0.0,0.0
11987,"MUSHROOMS,OYSTER,RAW",89.18,33.0,3.31,0.41,1.01,6.09,2.3,1.11,3.0,1.33,18.0,120.0,420.0,18.0,0.77,0.244,0.113,2.6,0.0,0.125,0.349,4.956,0.11,0.0,0.0
11992,"MUSHROOMS,WHITE,MICROWAVED",88.52,35.0,3.91,0.46,1.08,6.04,2.5,0.0,6.0,0.33,14.0,127.0,488.0,17.0,0.73,0.37,0.064,18.0,0.0,0.06,0.431,5.35,0.049,0.0,0.0
11993,"MUSHROOMS,MAITAKE,RAW",90.37,31.0,1.94,0.19,0.53,6.97,2.7,2.07,1.0,0.3,10.0,74.0,204.0,1.0,0.75,0.252,0.059,2.2,0.0,0.146,0.242,6.585,0.056,0.0,0.0
11998,"MUSHROOMS,PORTABELLA,EXPOSED TO UV LT,RAW",92.82,22.0,2.11,0.35,0.85,3.87,1.3,2.5,3.0,0.31,10.0,108.0,364.0,9.0,0.53,0.286,0.069,18.6,0.0,0.059,0.13,4.494,0.148,0.0,0.05
12014,"PUMPKIN&SQUASH SD KRNLS,DRIED",5.23,559.0,30.23,49.05,4.78,10.71,6.0,1.4,46.0,8.82,592.0,1233.0,809.0,7.0,7.81,1.343,4.543,9.4,1.9,0.273,0.153,4.987,0.143,0.0,0.0
12016,"PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT",2.03,574.0,29.84,49.05,4.37,14.71,6.5,1.29,52.0,8.07,550.0,1174.0,788.0,18.0,7.64,1.275,4.49,9.4,1.8,0.07,0.15,4.43,0.1,0.0,0.0
12023,"SESAME SEEDS,WHOLE,DRIED",4.69,573.0,17.73,49.67,4.45,23.45,11.8,0.3,975.0,14.55,351.0,629.0,468.0,11.0,7.75,4.082,2.46,34.4,0.0,0.791,0.247,4.515,0.79,0.0,0.0
12029,"SESAME SD KRNLS,TSTD,WO/SALT (DECORT)",5.0,567.0,16.96,48.0,4.0,26.04,16.9,0.48,131.0,7.78,346.0,774.0,406.0,39.0,10.23,1.457,1.427,34.4,0.0,1.205,0.466,5.438,0.146,0.0,0.0
12036,"SUNFLOWER SD KRNLS,DRIED",4.73,584.0,20.78,51.46,3.02,20.0,8.6,2.62,78.0,5.25,325.0,660.0,645.0,9.0,5.0,1.8,1.95,53.0,1.4,1.48,0.355,8.335,1.345,0.0,0.0
12037,"SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT",1.2,582.0,19.33,49.8,5.6,24.07,11.1,2.73,70.0,3.8,129.0,1155.0,850.0,3.0,5.29,1.83,2.11,79.3,1.4,0.106,0.246,7.042,0.804,0.0,0.0
12038,"SUNFLOWER SD KRNLS,OIL RSTD,WO/SALT",1.54,592.0,20.06,51.3,4.22,22.89,10.6,3.11,87.0,4.28,127.0,1139.0,483.0,3.0,5.21,1.804,2.08,78.2,1.1,0.32,0.28,4.13,0.792,0.0,0.0
12040,"SUNFLOWER SD BUTTER,WO/SALT",0.62,617.0,17.28,55.2,3.58,23.32,5.7,10.54,64.0,4.12,311.0,666.0,576.0,3.0,4.89,1.597,2.073,104.4,2.7,0.053,0.163,6.747,0.55,0.0,0.0
12061,ALMONDS,4.41,579.0,21.15,49.93,2.97,21.55,12.5,4.35,269.0,3.71,270.0,481.0,733.0,1.0,3.12,1.031,2.179,4.1,0.0,0.205,1.138,3.618,0.137,0.0,0.0
12062,"ALMONDS,BLANCHED",4.51,590.0,21.4,52.52,2.91,18.67,9.9,4.63,236.0,3.28,268.0,481.0,659.0,19.0,2.97,1.027,1.835,3.2,0.0,0.191,0.711,3.5,0.115,0.0,0.0
12063,"ALMONDS,DRY RSTD,WO/SALT",2.41,598.0,20.96,52.54,3.07,21.01,10.9,4.86,268.0,3.73,279.0,471.0,713.0,3.0,3.31,1.099,2.232,2.0,0.0,0.077,1.197,3.637,0.136,0.0,0.0
12065,"ALMONDS,OIL RSTD,WO/SALT",2.8,607.0,21.23,55.17,3.13,17.68,10.5,4.55,291.0,3.68,274.0,466.0,699.0,1.0,3.07,0.955,2.46,4.1,0.0,0.092,0.781,3.665,0.118,0.0,0.0
12071,ALMOND PASTE,14.08,458.0,9.0,27.74,1.37,47.81,4.8,36.25,172.0,1.6,130.0,258.0,314.0,9.0,1.48,0.454,0.856,4.2,0.1,0.082,0.414,1.422,0.036,0.0,0.0
12078,"BRAZILNUTS,DRIED,UNBLANCHED",3.42,659.0,14.32,67.1,3.43,11.74,7.5,2.33,160.0,2.43,376.0,725.0,659.0,3.0,4.06,1.743,1.223,1917.0,0.7,0.617,0.035,0.295,0.101,0.0,0.0
12085,"CASHEW NUTS,DRY RSTD,WO/SALT",1.7,574.0,15.31,46.35,3.95,32.69,3.0,5.01,45.0,6.0,260.0,490.0,565.0,16.0,5.6,2.22,0.826,11.7,0.0,0.2,0.2,1.4,0.256,0.0,0.0
12086,"CASHEW NUTS,OIL RSTD,WO/SALT",3.48,580.0,16.84,47.77,2.03,29.87,3.3,5.01,43.0,6.05,273.0,531.0,632.0,13.0,5.35,2.043,1.668,20.3,0.3,0.363,0.218,1.736,0.323,0.0,0.0
12087,"NUTS,CASHEW NUTS,RAW",5.2,553.0,18.22,43.85,2.54,30.19,3.3,5.91,37.0,6.68,292.0,593.0,660.0,12.0,5.78,2.195,1.655,19.9,0.5,0.423,0.058,1.062,0.417,0.0,0.0
12104,"COCONUT MEAT,RAW",46.99,354.0,3.33,33.49,0.97,15.23,9.0,6.23,14.0,2.43,32.0,113.0,356.0,20.0,1.1,0.435,1.5,10.1,3.3,0.066,0.02,0.54,0.054,0.0,0.0
12108,"COCONUT MEAT,DRIED (DESICCATED),NOT SWTND",3.0,660.0,6.88,64.53,1.94,23.65,16.3,7.35,26.0,3.32,90.0,206.0,543.0,37.0,2.01,0.796,2.745,18.5,1.5,0.06,0.1,0.603,0.3,0.0,0.0
12109,"COCONUT MEAT,DRIED (DESICCATED),SWTND,FLAKED,PACKAGED",15.46,456.0,3.13,27.99,1.57,51.85,9.9,36.75,11.0,1.51,51.0,100.0,361.0,285.0,0.71,0.295,0.959,16.1,0.0,0.015,0.015,0.697,0.03,0.0,0.0
12116,"NUTS,COCNT CRM,CND,SWTND",28.97,357.0,1.17,16.31,0.34,53.21,0.2,51.5,4.0,0.13,17.0,22.0,101.0,36.0,0.6,0.236,0.815,5.5,0.0,0.022,0.04,0.038,0.029,0.0,0.0
12117,"COCONUT MILK,RAW (LIQ EXPRESSED FROM GRATED MEAT&H2O)",67.62,230.0,2.29,23.84,0.72,5.54,2.2,3.34,16.0,1.64,37.0,100.0,263.0,15.0,0.67,0.266,0.916,6.2,2.8,0.026,0.0,0.76,0.033,0.0,0.0
12119,COCONUT H2O (LIQ FROM COCONUTS),94.99,19.0,0.72,0.2,0.39,3.71,1.1,2.61,24.0,0.29,25.0,20.0,250.0,105.0,0.1,0.04,0.142,1.0,2.4,0.03,0.057,0.08,0.032,0.0,0.0
12120,HAZELNUTS OR FILBERTS,5.31,628.0,14.95,60.75,2.29,16.7,9.7,4.34,114.0,4.7,163.0,290.0,680.0,0.0,2.45,1.725,6.175,2.4,6.3,0.643,0.113,1.8,0.563,0.0,0.0
12121,"HAZELNUTS OR FILBERTS,BLANCHED",5.79,629.0,13.7,61.15,2.36,17.0,11.0,3.49,149.0,3.3,160.0,310.0,658.0,0.0,2.2,1.6,12.65,4.1,2.0,0.475,0.11,1.55,0.585,0.0,0.0
12122,"HAZELNUTS OR FILBERTS,DRY RSTD,WO/SALT",2.52,646.0,15.03,62.4,2.45,17.6,9.4,4.89,123.0,4.38,173.0,310.0,755.0,0.0,2.5,1.75,5.55,4.1,3.8,0.338,0.123,2.05,0.62,0.0,0.0
12131,"MACADAMIA NUTS,RAW",1.36,718.0,7.91,75.77,1.14,13.82,8.6,4.57,85.0,3.69,130.0,188.0,368.0,5.0,1.3,0.756,4.131,3.6,1.2,1.195,0.162,2.473,0.275,0.0,0.0
12132,"MACADAMIA NUTS,DRY RSTD,WO/SALT",1.61,718.0,7.79,76.08,1.14,13.38,8.0,4.14,70.0,2.65,118.0,198.0,363.0,4.0,1.29,0.57,3.036,11.7,0.7,0.71,0.087,2.274,0.359,0.0,0.0
12135,"MIXED NUTS,DRY RSTD,PNUTS,WO/SALT",2.13,607.0,19.5,53.5,2.45,22.42,6.4,5.0,87.0,3.73,227.0,438.0,643.0,4.0,4.06,1.52,2.61,9.3,0.8,0.3,0.4,6.22,0.36,0.0,0.0
12137,"MIXED NUTS,OIL RSTD,PNUTS,WO/SALT",2.08,607.0,20.04,53.95,2.88,21.05,7.0,4.15,117.0,2.61,229.0,456.0,632.0,5.0,3.36,0.907,2.04,33.9,0.5,0.189,0.196,7.709,0.352,0.0,0.0
12142,PECANS,3.52,691.0,9.17,71.97,1.49,13.86,9.6,3.97,70.0,2.53,121.0,277.0,410.0,0.0,4.53,1.2,4.5,3.8,1.1,0.66,0.13,1.167,0.21,0.0,0.0
12143,"PECANS,DRY RSTD,WO/SALT",1.12,710.0,9.5,74.27,1.56,13.55,9.4,4.06,72.0,2.8,132.0,293.0,424.0,1.0,5.07,1.167,3.933,4.0,0.7,0.45,0.107,1.167,0.187,0.0,0.0
12144,"PECANS,OIL RSTD,WO/SALT",1.13,715.0,9.2,75.23,1.42,13.01,9.5,3.97,67.0,2.47,121.0,263.0,392.0,1.0,4.47,1.2,3.7,6.0,0.7,0.473,0.11,1.2,0.187,0.0,0.0
12147,"NUTS,PINE NUTS,DRIED",2.28,673.0,13.69,68.37,2.59,13.08,3.7,3.59,16.0,5.53,251.0,575.0,597.0,2.0,6.45,1.324,8.802,0.7,0.8,0.364,0.227,4.387,0.094,0.0,0.0
12151,"PISTACHIO NUTS,RAW",4.37,560.0,20.16,45.32,2.99,27.17,10.6,7.66,105.0,3.92,121.0,490.0,1025.0,1.0,2.2,1.3,1.2,7.0,5.6,0.87,0.16,1.3,1.7,0.0,0.0
12152,"PISTACHIO NUTS,DRY RSTD,WO/SALT",1.85,572.0,21.05,45.82,3.0,28.28,10.3,7.74,107.0,4.03,109.0,469.0,1007.0,6.0,2.34,1.293,1.243,10.0,3.0,0.695,0.234,1.373,1.122,0.0,0.0
12154,"WALNUTS,BLACK,DRIED",4.56,619.0,24.06,59.33,2.47,9.58,6.8,1.1,61.0,3.12,201.0,513.0,523.0,2.0,3.37,1.36,3.896,17.0,1.7,0.057,0.13,0.47,0.583,0.0,0.0
12155,"WALNUTS,ENGLISH",4.07,654.0,15.23,65.21,1.78,13.71,6.7,2.61,98.0,2.91,158.0,346.0,441.0,2.0,3.09,1.586,3.414,4.9,1.3,0.341,0.15,1.125,0.537,0.0,0.0
12166,"SESAME BUTTER,TAHINI,FROM RSTD&TSTD KRNLS (MOST COMMON TYPE)",3.05,595.0,17.0,53.76,5.0,21.19,9.3,0.49,426.0,8.95,95.0,732.0,414.0,115.0,4.62,1.61,1.456,34.4,0.0,1.22,0.473,5.45,0.149,0.0,0.0
12167,"CHESTNUTS,EUROPEAN,RSTD",40.48,245.0,3.17,2.2,1.2,52.96,5.1,10.6,29.0,0.91,33.0,107.0,592.0,2.0,0.57,0.507,1.18,1.2,26.0,0.243,0.175,1.342,0.497,0.0,0.0
12179,"COCONUT MEAT,DRIED (DESICCATED),SWTND,SHREDDED",12.55,501.0,2.88,35.49,1.42,47.67,4.5,43.17,15.0,1.92,50.0,107.0,337.0,262.0,1.82,0.313,2.475,16.7,0.7,0.031,0.02,0.474,0.271,0.0,0.0
12195,"ALMOND BUTTER,PLN,WO/SALT",1.64,614.0,20.96,55.5,3.09,18.82,10.3,4.43,347.0,3.49,279.0,508.0,748.0,7.0,3.29,0.934,2.131,2.4,0.0,0.041,0.939,3.155,0.103,0.0,0.0
12201,"SESAME SD KRNLS,DRIED (DECORT)",3.75,631.0,20.45,61.21,2.86,11.73,11.6,0.48,60.0,6.36,345.0,667.0,370.0,47.0,6.73,1.4,1.44,34.4,0.0,0.699,0.09,5.8,0.4,0.0,0.0
12220,"SEEDS,FLAXSEED",6.96,534.0,18.29,42.16,3.72,28.88,27.3,1.55,255.0,5.73,392.0,642.0,813.0,30.0,4.34,1.22,2.482,25.4,0.6,1.644,0.161,3.08,0.473,0.0,0.0
12516,"PUMPKIN&SQUASH SD KRNLS,RSTD,SALT",2.03,574.0,29.84,49.05,4.37,14.71,6.5,1.29,52.0,8.07,550.0,1174.0,788.0,256.0,7.64,1.275,4.49,9.4,1.8,0.07,0.15,4.43,0.1,0.0,0.0
12529,"SESAME SD KRNLS,TSTD,SALT (DECORT)",5.0,567.0,16.96,48.0,4.0,26.04,16.9,0.48,131.0,7.78,346.0,774.0,406.0,588.0,10.23,1.457,1.427,34.4,0.0,1.205,0.466,5.438,0.146,0.0,0.0
12536,"SEEDS,SUNFLOWER SD KRNLS FROM SHELL,DRY RSTD, SALT ADDED",1.2,546.0,19.33,49.8,14.36,15.31,9.0,2.73,70.0,3.8,129.0,1155.0,850.0,6008.0,5.29,1.83,2.11,79.3,1.4,0.106,0.246,7.042,0.804,0.0,0.0
12537,"SUNFLOWER SD KRNLS,DRY RSTD,SALT",1.2,582.0,19.33,49.8,5.6,24.07,9.0,2.73,70.0,3.8,129.0,1155.0,850.0,655.0,5.29,1.83,2.11,79.3,1.4,0.106,0.246,7.042,0.804,0.0,0.0
12538,"SUNFLOWER SD KRNLS,OIL RSTD,SALT",1.54,592.0,20.06,51.3,4.22,22.89,10.6,3.11,87.0,4.28,127.0,1139.0,483.0,733.0,5.21,1.804,2.08,78.2,1.1,0.32,0.28,4.13,0.792,0.0,0.0
